step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,2.475000,1.625000,32,49,0.000000
1,2.425000,1.625000,32,48,0.001067
2,2.375000,1.625000,32,47,0.000000
3,2.375000,1.675000,33,47,0.000000
4,2.375000,1.725000,34,47,0.000000
5,2.425000,1.725000,34,48,0.000000
6,2.425000,1.675000,33,48,0.000000
7,2.375000,1.675000,33,47,0.000000
8,2.375000,1.625000,32,47,0.011816
9,2.375000,1.575000,31,47,0.016818
10,2.375000,1.625000,32,47,0.005498
11,2.325000,1.625000,32,46,0.001332
12,2.375000,1.625000,32,47,0.006882
13,2.375000,1.675000,33,47,0.003159
14,2.425000,1.675000,33,48,0.001993
15,2.425000,1.725000,34,48,0.003100
16,2.425000,1.775000,35,48,0.000000
17,2.475000,1.775000,35,49,0.033568
18,2.425000,1.775000,35,48,0.000000
19,2.425000,1.725000,34,48,0.000000
20,2.475000,1.725000,34,49,0.011235
21,2.525000,1.725000,34,50,0.001548
22,2.525000,1.675000,33,50,0.000000
23,2.575000,1.675000,33,51,0.000000
24,2.625000,1.675000,33,52,0.008689
25,2.575000,1.675000,33,51,0.019455
26,2.575000,1.625000,32,51,0.012218
27,2.625000,1.625000,32,52,0.000000
28,2.675000,1.625000,32,53,0.000000
29,2.725000,1.625000,32,54,0.000000
30,2.725000,1.575000,31,54,0.003690
31,2.775000,1.575000,31,55,0.008292
32,2.775000,1.625000,32,55,0.002337
33,2.775000,1.675000,33,55,0.000000
34,2.725000,1.675000,33,54,0.010597
35,2.725000,1.725000,34,54,0.007242
36,2.675000,1.725000,34,53,0.002573
37,2.725000,1.725000,34,54,0.012632
38,2.725000,1.675000,33,54,0.005577
39,2.725000,1.625000,32,54,0.000000
40,2.675000,1.625000,32,53,0.005391
41,2.625000,1.625000,32,52,0.004745
42,2.625000,1.675000,33,52,0.011261
43,2.675000,1.675000,33,53,0.008319
44,2.625000,1.675000,33,52,0.000000
45,2.625000,1.725000,34,52,0.000111
46,2.625000,1.775000,35,52,0.022154
47,2.625000,1.825000,36,52,0.000000
48,2.625000,1.775000,35,52,0.000000
49,2.625000,1.725000,34,52,0.002099
