step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,3.275000,7.475000,149,65,0.016515
1,3.325000,7.475000,149,66,0.006129
2,3.275000,7.475000,149,65,0.014824
3,3.275000,7.525000,150,65,0.015682
4,3.275000,7.575000,151,65,0.002497
5,3.275000,7.625000,152,65,0.004214
6,3.275000,7.675000,153,65,0.001887
7,3.275000,7.625000,152,65,0.013649
8,3.225000,7.625000,152,64,0.004892
9,3.225000,7.675000,153,64,0.020356
10,3.225000,7.725000,154,64,0.000000
11,3.225000,7.775000,155,64,0.007410
12,3.225000,7.825000,156,64,0.000000
13,3.275000,7.825000,156,65,0.012475
14,3.325000,7.825000,156,66,0.001727
15,3.375000,7.825000,156,67,0.007346
16,3.425000,7.825000,156,68,0.011475
17,3.375000,7.825000,156,67,0.016461
18,3.375000,7.775000,155,67,0.007152
19,3.425000,7.775000,155,68,0.036849
20,3.475000,7.775000,155,69,0.017839
21,3.525000,7.775000,155,70,0.000994
22,3.525000,7.825000,156,70,0.018670
23,3.575000,7.825000,156,71,0.015442
24,3.625000,7.825000,156,72,0.022416
25,3.675000,7.825000,156,73,0.031227
26,3.675000,7.775000,155,73,0.012163
27,3.675000,7.825000,156,73,0.015259
28,3.725000,7.825000,156,74,0.043721
29,3.775000,7.825000,156,75,0.015244
30,3.825000,7.825000,156,76,0.016829
31,3.875000,7.825000,156,77,0.023852
32,3.925000,7.825000,156,78,0.026978
33,3.925000,7.875000,157,78,0.018037
34,3.975000,7.875000,157,79,0.019501
35,3.975000,7.825000,156,79,0.017037
36,3.975000,7.875000,157,79,0.036722
37,3.975000,7.925000,158,79,0.044707
38,4.025000,7.925000,158,80,0.046794
39,4.025000,7.975000,159,80,0.037724
40,4.075000,7.975000,159,81,0.027429
41,4.125000,7.975000,159,82,0.036852
42,4.175000,7.975000,159,83,0.031760
43,4.225000,7.975000,159,84,0.012556
44,4.275000,7.975000,159,85,0.044947
45,4.325000,7.975000,159,86,0.048439
46,4.325000,8.025000,160,86,0.048688
47,4.375000,8.025000,160,87,0.028733
48,4.425000,8.025000,160,88,0.073939
49,4.375000,8.025000,160,87,0.050663
