step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,9.775000,11.975000,239,195,0.143092
1,9.775000,12.025000,240,195,0.145645
2,9.775000,11.975000,239,195,0.159012
3,9.775000,11.925000,238,195,0.161316
4,9.775000,11.875000,237,195,0.186658
5,9.775000,11.825000,236,195,0.194233
6,9.725000,11.825000,236,194,0.181642
7,9.725000,11.775000,235,194,0.191302
8,9.725000,11.725000,234,194,0.196408
9,9.725000,11.675000,233,194,0.207241
10,9.775000,11.675000,233,195,0.226572
11,9.775000,11.625000,232,195,0.252324
12,9.775000,11.575000,231,195,0.236674
13,9.825000,11.575000,231,196,0.254943
14,9.775000,11.575000,231,195,0.235455
15,9.725000,11.575000,231,194,0.233082
16,9.725000,11.625000,232,194,0.240219
17,9.725000,11.575000,231,194,0.258492
18,9.775000,11.575000,231,195,0.246882
19,9.775000,11.525000,230,195,0.255664
20,9.725000,11.525000,230,194,0.250074
21,9.675000,11.525000,230,193,0.242177
22,9.675000,11.475000,229,193,0.257762
23,9.675000,11.525000,230,193,0.233714
24,9.675000,11.475000,229,193,0.261854
25,9.725000,11.475000,229,194,0.270486
26,9.725000,11.425000,228,194,0.283406
27,9.725000,11.375000,227,194,0.295322
28,9.775000,11.375000,227,195,0.296648
29,9.775000,11.325000,226,195,0.310003
30,9.825000,11.325000,226,196,0.303026
31,9.875000,11.325000,226,197,0.305197
32,9.875000,11.275000,225,197,0.331837
33,9.875000,11.225000,224,197,0.358824
34,9.875000,11.175000,223,197,0.380286
35,9.875000,11.125000,222,197,0.387703
36,9.875000,11.075000,221,197,0.380677
37,9.875000,11.025000,220,197,0.412858
38,9.875000,11.075000,221,197,0.418963
39,9.875000,11.125000,222,197,0.398647
40,9.875000,11.075000,221,197,0.388943
41,9.875000,11.025000,220,197,0.418693
42,9.875000,10.975000,219,197,0.420834
43,9.875000,10.925000,218,197,0.432036
44,9.875000,10.875000,217,197,0.449097
45,9.875000,10.825000,216,197,0.455557
46,9.925000,10.825000,216,198,0.484400
47,9.925000,10.775000,215,198,0.483399
48,9.925000,10.725000,214,198,0.501383
49,9.875000,10.725000,214,197,0.498109
