step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,2.825000,8.825000,176,56,0.002316
1,2.825000,8.775000,175,56,0.002595
2,2.775000,8.775000,175,55,0.000000
3,2.725000,8.775000,175,54,0.006301
4,2.675000,8.775000,175,53,0.000000
5,2.675000,8.725000,174,53,0.004394
6,2.675000,8.775000,175,53,0.010381
7,2.725000,8.775000,175,54,0.001089
8,2.725000,8.825000,176,54,0.000000
9,2.675000,8.825000,176,53,0.007477
10,2.625000,8.825000,176,52,0.016995
11,2.625000,8.875000,177,52,0.002114
12,2.625000,8.925000,178,52,0.006759
13,2.575000,8.925000,178,51,0.000000
14,2.625000,8.925000,178,52,0.000000
15,2.675000,8.925000,178,53,0.005329
16,2.675000,8.975000,179,53,0.000000
17,2.625000,8.975000,179,52,0.000000
18,2.625000,9.025000,180,52,0.017534
19,2.625000,9.075000,181,52,0.000000
20,2.625000,9.025000,180,52,0.000000
21,2.575000,9.025000,180,51,0.001102
22,2.525000,9.025000,180,50,0.000000
23,2.525000,8.975000,179,50,0.008798
24,2.475000,8.975000,179,49,0.000000
25,2.475000,8.925000,178,49,0.011255
26,2.425000,8.925000,178,48,0.011667
27,2.425000,8.975000,179,48,0.000000
28,2.425000,8.925000,178,48,0.000907
29,2.425000,8.875000,177,48,0.007617
30,2.475000,8.875000,177,49,0.007551
31,2.425000,8.875000,177,48,0.000000
32,2.425000,8.825000,176,48,0.001662
33,2.425000,8.875000,177,48,0.000000
34,2.425000,8.825000,176,48,0.009044
35,2.425000,8.775000,175,48,0.000000
36,2.475000,8.775000,175,49,0.000000
37,2.425000,8.775000,175,48,0.000557
38,2.475000,8.775000,175,49,0.011820
39,2.525000,8.775000,175,50,0.000000
40,2.575000,8.775000,175,51,0.000000
41,2.575000,8.725000,174,51,0.025207
42,2.575000,8.775000,175,51,0.000000
43,2.575000,8.825000,176,51,0.000444
44,2.575000,8.775000,175,51,0.001588
45,2.625000,8.775000,175,52,0.000000
46,2.625000,8.725000,174,52,0.000000
47,2.625000,8.775000,175,52,0.000000
48,2.675000,8.775000,175,53,0.003235
49,2.625000,8.775000,175,52,0.000000
