step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,6.575000,3.725000,74,131,0.012137
1,6.525000,3.725000,74,130,0.001253
2,6.475000,3.725000,74,129,0.023414
3,6.475000,3.675000,73,129,0.000000
4,6.475000,3.625000,72,129,0.000000
5,6.475000,3.575000,71,129,0.003280
6,6.525000,3.575000,71,130,0.000000
7,6.525000,3.525000,70,130,0.000000
8,6.525000,3.575000,71,130,0.000000
9,6.575000,3.575000,71,131,0.000604
10,6.525000,3.575000,71,130,0.000000
11,6.575000,3.575000,71,131,0.008829
12,6.525000,3.575000,71,130,0.000000
13,6.475000,3.575000,71,129,0.000000
14,6.525000,3.575000,71,130,0.008010
15,6.525000,3.525000,70,130,0.014170
16,6.575000,3.525000,70,131,0.000000
17,6.525000,3.525000,70,130,0.000000
18,6.525000,3.475000,69,130,0.000000
19,6.575000,3.475000,69,131,0.005313
20,6.575000,3.425000,68,131,0.000000
21,6.575000,3.475000,69,131,0.000000
22,6.575000,3.525000,70,131,0.016904
23,6.525000,3.525000,70,130,0.000000
24,6.475000,3.525000,70,129,0.002958
25,6.425000,3.525000,70,128,0.015752
26,6.425000,3.475000,69,128,0.007493
27,6.375000,3.475000,69,127,0.000000
28,6.325000,3.475000,69,126,0.002338
29,6.325000,3.425000,68,126,0.000000
30,6.275000,3.425000,68,125,0.000000
31,6.275000,3.475000,69,125,0.004866
32,6.225000,3.475000,69,124,0.000000
33,6.275000,3.475000,69,125,0.000000
34,6.275000,3.525000,70,125,0.009445
35,6.275000,3.575000,71,125,0.000000
36,6.275000,3.625000,72,125,0.000000
37,6.225000,3.625000,72,124,0.000000
38,6.275000,3.625000,72,125,0.001293
39,6.275000,3.675000,73,125,0.012490
40,6.275000,3.725000,74,125,0.001580
41,6.275000,3.775000,75,125,0.000000
42,6.325000,3.775000,75,126,0.000000
43,6.375000,3.775000,75,127,0.000000
44,6.375000,3.825000,76,127,0.001066
45,6.325000,3.825000,76,126,0.020476
46,6.275000,3.825000,76,125,0.006108
47,6.325000,3.825000,76,126,0.000000
48,6.275000,3.825000,76,125,0.004917
49,6.325000,3.825000,76,126,0.000000
