step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,8.625000,3.575000,71,172,0.000000
1,8.625000,3.525000,70,172,0.024967
2,8.575000,3.525000,70,171,0.010658
3,8.525000,3.525000,70,170,0.000000
4,8.475000,3.525000,70,169,0.004991
5,8.425000,3.525000,70,168,0.000000
6,8.425000,3.475000,69,168,0.002160
7,8.425000,3.425000,68,168,0.000000
8,8.375000,3.425000,68,167,0.013903
9,8.375000,3.375000,67,167,0.000369
10,8.425000,3.375000,67,168,0.000000
11,8.375000,3.375000,67,167,0.000000
12,8.325000,3.375000,67,166,0.000000
13,8.325000,3.325000,66,166,0.000000
14,8.325000,3.275000,65,166,0.000000
15,8.325000,3.225000,64,166,0.011263
16,8.275000,3.225000,64,165,0.005518
17,8.275000,3.175000,63,165,0.000630
18,8.225000,3.175000,63,164,0.000000
19,8.275000,3.175000,63,165,0.000264
20,8.275000,3.225000,64,165,0.005370
21,8.225000,3.225000,64,164,0.009559
22,8.275000,3.225000,64,165,0.006444
23,8.225000,3.225000,64,164,0.000000
24,8.225000,3.175000,63,164,0.015010
25,8.225000,3.125000,62,164,0.008706
26,8.175000,3.125000,62,163,0.000000
27,8.125000,3.125000,62,162,0.001769
28,8.125000,3.075000,61,162,0.000199
29,8.075000,3.075000,61,161,0.000000
30,8.075000,3.025000,60,161,0.000000
31,8.025000,3.025000,60,160,0.000000
32,8.025000,2.975000,59,160,0.000000
33,8.025000,3.025000,60,160,0.007536
34,8.025000,3.075000,61,160,0.004469
35,8.025000,3.025000,60,160,0.000000
36,8.025000,2.975000,59,160,0.013656
37,7.975000,2.975000,59,159,0.005250
38,7.925000,2.975000,59,158,0.004911
39,7.925000,2.925000,58,158,0.000000
40,7.875000,2.925000,58,157,0.002584
41,7.875000,2.975000,59,157,0.001979
42,7.875000,2.925000,58,157,0.000000
43,7.875000,2.875000,57,157,0.019041
44,7.875000,2.825000,56,157,0.004191
45,7.825000,2.825000,56,156,0.000000
46,7.775000,2.825000,56,155,0.000000
47,7.775000,2.875000,57,155,0.019340
48,7.775000,2.825000,56,155,0.024290
49,7.725000,2.825000,56,154,0.000998
