step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,3.975000,1.925000,38,79,0.000000
1,3.925000,1.925000,38,78,0.004220
2,3.925000,1.975000,39,78,0.000000
3,3.925000,1.925000,38,78,0.004461
4,3.925000,1.975000,39,78,0.000000
5,3.925000,1.925000,38,78,0.000000
6,3.875000,1.925000,38,77,0.000000
7,3.925000,1.925000,38,78,0.000000
8,3.875000,1.925000,38,77,0.007338
9,3.925000,1.925000,38,78,0.000477
10,3.875000,1.925000,38,77,0.000000
11,3.925000,1.925000,38,78,0.000000
12,3.875000,1.925000,38,77,0.000000
13,3.875000,1.875000,37,77,0.011011
14,3.875000,1.925000,38,77,0.003807
15,3.825000,1.925000,38,76,0.000000
16,3.775000,1.925000,38,75,0.013081
17,3.725000,1.925000,38,74,0.002427
18,3.725000,1.975000,39,74,0.000000
19,3.725000,1.925000,38,74,0.001841
20,3.675000,1.925000,38,73,0.000000
21,3.675000,1.875000,37,73,0.000000
22,3.675000,1.825000,36,73,0.014736
23,3.625000,1.825000,36,72,0.000000
24,3.575000,1.825000,36,71,0.007627
25,3.575000,1.875000,37,71,0.000000
26,3.525000,1.875000,37,70,0.006546
27,3.475000,1.875000,37,69,0.000000
28,3.475000,1.825000,36,69,0.000000
29,3.475000,1.775000,35,69,0.014949
30,3.475000,1.725000,34,69,0.000000
31,3.425000,1.725000,34,68,0.000000
32,3.475000,1.725000,34,69,0.020818
33,3.475000,1.775000,35,69,0.006138
34,3.525000,1.775000,35,70,0.009112
35,3.475000,1.775000,35,69,0.000000
36,3.425000,1.775000,35,68,0.005232
37,3.425000,1.725000,34,68,0.006577
38,3.425000,1.675000,33,68,0.000000
39,3.425000,1.625000,32,68,0.000000
40,3.425000,1.575000,31,68,0.001092
41,3.375000,1.575000,31,67,0.001461
42,3.325000,1.575000,31,66,0.000000
43,3.375000,1.575000,31,67,0.000710
44,3.375000,1.525000,30,67,0.001002
45,3.325000,1.525000,30,66,0.003802
46,3.275000,1.525000,30,65,0.014833
47,3.225000,1.525000,30,64,0.000746
48,3.225000,1.475000,29,64,0.000000
49,3.175000,1.475000,29,63,0.003299
