step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,5.475000,8.675000,173,109,0.003972
1,5.525000,8.675000,173,110,0.000000
2,5.475000,8.675000,173,109,0.000000
3,5.475000,8.725000,174,109,0.006141
4,5.475000,8.675000,173,109,0.000000
5,5.475000,8.625000,172,109,0.000000
6,5.525000,8.625000,172,110,0.003923
7,5.525000,8.675000,173,110,0.000986
8,5.575000,8.675000,173,111,0.000000
9,5.575000,8.625000,172,111,0.018735
10,5.525000,8.625000,172,110,0.000000
11,5.575000,8.625000,172,111,0.000000
12,5.625000,8.625000,172,112,0.001476
13,5.575000,8.625000,172,111,0.000000
14,5.575000,8.675000,173,111,0.007399
15,5.575000,8.725000,174,111,0.003750
16,5.625000,8.725000,174,112,0.000000
17,5.625000,8.675000,173,112,0.000000
18,5.675000,8.675000,173,113,0.000000
19,5.675000,8.625000,172,113,0.010117
20,5.675000,8.575000,171,113,0.000000
21,5.625000,8.575000,171,112,0.011714
22,5.625000,8.525000,170,112,0.000000
23,5.675000,8.525000,170,113,0.002198
24,5.675000,8.575000,171,113,0.003641
25,5.625000,8.575000,171,112,0.000000
26,5.625000,8.625000,172,112,0.000000
27,5.575000,8.625000,172,111,0.000000
28,5.575000,8.575000,171,111,0.000000
29,5.625000,8.575000,171,112,0.002394
30,5.675000,8.575000,171,113,0.006855
31,5.675000,8.525000,170,113,0.000000
32,5.675000,8.475000,169,113,0.010648
33,5.675000,8.525000,170,113,0.000000
34,5.625000,8.525000,170,112,0.017981
35,5.675000,8.525000,170,113,0.000000
36,5.675000,8.575000,171,113,0.000000
37,5.675000,8.525000,170,113,0.012808
38,5.625000,8.525000,170,112,0.024129
39,5.625000,8.575000,171,112,0.000000
40,5.675000,8.575000,171,113,0.000000
41,5.625000,8.575000,171,112,0.000000
42,5.575000,8.575000,171,111,0.008122
43,5.525000,8.575000,171,110,0.000000
44,5.475000,8.575000,171,109,0.000000
45,5.525000,8.575000,171,110,0.000000
46,5.525000,8.525000,170,110,0.000000
47,5.525000,8.575000,171,110,0.011561
48,5.525000,8.525000,170,110,0.003961
49,5.525000,8.575000,171,110,0.005897
