step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.125000,12.575000,251,222,0.000000
1,11.075000,12.575000,251,221,0.008949
2,11.125000,12.575000,251,222,0.005222
3,11.075000,12.575000,251,221,0.020402
4,11.025000,12.575000,251,220,0.000000
5,11.075000,12.575000,251,221,0.000071
6,11.125000,12.575000,251,222,0.001365
7,11.075000,12.575000,251,221,0.005143
8,11.025000,12.575000,251,220,0.000000
9,11.025000,12.625000,252,220,0.002652
10,11.025000,12.675000,253,220,0.000000
11,11.025000,12.725000,254,220,0.007874
12,11.025000,12.675000,253,220,0.007685
13,10.975000,12.675000,253,219,0.000000
14,10.975000,12.625000,252,219,0.000000
15,11.025000,12.625000,252,220,0.007533
16,10.975000,12.625000,252,219,0.005138
17,10.925000,12.625000,252,218,0.000000
18,10.875000,12.625000,252,217,0.000000
19,10.875000,12.575000,251,217,0.012931
20,10.925000,12.575000,251,218,0.009444
21,10.975000,12.575000,251,219,0.002392
22,11.025000,12.575000,251,220,0.004732
23,11.075000,12.575000,251,221,0.000000
24,11.025000,12.575000,251,220,0.000000
25,11.075000,12.575000,251,221,0.000000
26,11.025000,12.575000,251,220,0.013936
27,10.975000,12.575000,251,219,0.005228
28,10.975000,12.625000,252,219,0.013060
29,11.025000,12.625000,252,220,0.008301
30,11.025000,12.675000,253,220,0.000000
31,10.975000,12.675000,253,219,0.000000
32,11.025000,12.675000,253,220,0.007094
33,11.075000,12.675000,253,221,0.000000
34,11.025000,12.675000,253,220,0.000000
35,11.025000,12.625000,252,220,0.000000
36,11.025000,12.675000,253,220,0.006632
37,10.975000,12.675000,253,219,0.002843
38,10.975000,12.625000,252,219,0.006944
39,10.975000,12.675000,253,219,0.000000
40,11.025000,12.675000,253,220,0.000000
41,11.025000,12.725000,254,220,0.000000
42,11.025000,12.775000,255,220,0.013804
43,11.075000,12.775000,255,221,0.006338
44,11.125000,12.775000,255,222,0.000000
45,11.075000,12.775000,255,221,0.009236
46,11.125000,12.775000,255,222,0.003340
47,11.075000,12.775000,255,221,0.006497
48,11.125000,12.775000,255,222,0.000000
49,11.175000,12.775000,255,223,0.008001
