step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,10.125000,11.875000,237,202,0.032756
1,10.125000,11.825000,236,202,0.009098
2,10.075000,11.825000,236,201,0.041847
3,10.075000,11.875000,237,201,0.025172
4,10.125000,11.875000,237,202,0.017088
5,10.125000,11.925000,238,202,0.029940
6,10.075000,11.925000,238,201,0.047999
7,10.075000,11.875000,237,201,0.027489
8,10.075000,11.825000,236,201,0.040516
9,10.075000,11.775000,235,201,0.034006
10,10.075000,11.725000,234,201,0.036316
11,10.075000,11.675000,233,201,0.044572
12,10.075000,11.625000,232,201,0.045800
13,10.075000,11.575000,231,201,0.065115
14,10.125000,11.575000,231,202,0.075686
15,10.125000,11.525000,230,202,0.055575
16,10.125000,11.475000,229,202,0.065517
17,10.175000,11.475000,229,203,0.067278
18,10.175000,11.425000,228,203,0.072848
19,10.225000,11.425000,228,204,0.057949
20,10.225000,11.375000,227,204,0.066991
21,10.225000,11.325000,226,204,0.089303
22,10.225000,11.275000,225,204,0.086144
23,10.225000,11.225000,224,204,0.096145
24,10.225000,11.275000,225,204,0.072355
25,10.175000,11.275000,225,203,0.090884
26,10.175000,11.225000,224,203,0.103426
27,10.175000,11.275000,225,203,0.079623
28,10.175000,11.225000,224,203,0.103122
29,10.175000,11.175000,223,203,0.098422
30,10.175000,11.125000,222,203,0.105248
31,10.175000,11.075000,221,203,0.123967
32,10.175000,11.025000,220,203,0.126956
33,10.175000,10.975000,219,203,0.130240
34,10.175000,10.925000,218,203,0.161622
35,10.175000,10.875000,217,203,0.155494
36,10.175000,10.925000,218,203,0.140033
37,10.175000,10.875000,217,203,0.151586
38,10.175000,10.825000,216,203,0.130479
39,10.125000,10.825000,216,202,0.142518
40,10.125000,10.775000,215,202,0.135978
41,10.125000,10.725000,214,202,0.151187
42,10.125000,10.675000,213,202,0.178432
43,10.125000,10.625000,212,202,0.178964
44,10.125000,10.575000,211,202,0.194054
45,10.125000,10.525000,210,202,0.189230
46,10.125000,10.475000,209,202,0.206753
47,10.175000,10.475000,209,203,0.227123
48,10.175000,10.425000,208,203,0.214973
49,10.175000,10.375000,207,203,0.213437
