step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,4.575000,5.725000,114,91,0.000000
1,4.575000,5.775000,115,91,0.017533
2,4.625000,5.775000,115,92,0.011320
3,4.675000,5.775000,115,93,0.021709
4,4.675000,5.825000,116,93,0.000000
5,4.675000,5.875000,117,93,0.000000
6,4.675000,5.925000,118,93,0.000000
7,4.675000,5.875000,117,93,0.012154
8,4.725000,5.875000,117,94,0.008826
9,4.675000,5.875000,117,93,0.000000
10,4.725000,5.875000,117,94,0.000000
11,4.775000,5.875000,117,95,0.006802
12,4.725000,5.875000,117,94,0.013296
13,4.675000,5.875000,117,93,0.019210
14,4.725000,5.875000,117,94,0.000000
15,4.725000,5.925000,118,94,0.000000
16,4.775000,5.925000,118,95,0.000000
17,4.775000,5.875000,117,95,0.000000
18,4.725000,5.875000,117,94,0.005314
19,4.725000,5.825000,116,94,0.000000
20,4.725000,5.775000,115,94,0.000000
21,4.675000,5.775000,115,93,0.000000
22,4.675000,5.825000,116,93,0.005104
23,4.675000,5.875000,117,93,0.003432
24,4.625000,5.875000,117,92,0.000000
25,4.625000,5.925000,118,92,0.000000
26,4.625000,5.975000,119,92,0.004463
27,4.575000,5.975000,119,91,0.000000
28,4.575000,6.025000,120,91,0.000000
29,4.625000,6.025000,120,92,0.001666
30,4.675000,6.025000,120,93,0.000000
31,4.675000,5.975000,119,93,0.000000
32,4.675000,6.025000,120,93,0.016315
33,4.725000,6.025000,120,94,0.004161
34,4.775000,6.025000,120,95,0.000000
35,4.775000,6.075000,121,95,0.000000
36,4.725000,6.075000,121,94,0.007755
37,4.675000,6.075000,121,93,0.005618
38,4.625000,6.075000,121,92,0.008853
39,4.625000,6.025000,120,92,0.005266
40,4.675000,6.025000,120,93,0.002810
41,4.675000,6.075000,121,93,0.000000
42,4.675000,6.125000,122,93,0.002452
43,4.675000,6.175000,123,93,0.005428
44,4.725000,6.175000,123,94,0.000000
45,4.775000,6.175000,123,95,0.000000
46,4.725000,6.175000,123,94,0.002045
47,4.725000,6.125000,122,94,0.003243
48,4.725000,6.075000,121,94,0.000000
49,4.725000,6.025000,120,94,0.000799
