step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,1.175000,3.525000,70,23,0.000000
1,1.175000,3.475000,69,23,0.000000
2,1.225000,3.475000,69,24,0.011601
3,1.225000,3.525000,70,24,0.000000
4,1.225000,3.475000,69,24,0.000000
5,1.175000,3.475000,69,23,0.020836
6,1.225000,3.475000,69,24,0.000000
7,1.175000,3.475000,69,23,0.011438
8,1.125000,3.475000,69,22,0.000073
9,1.125000,3.525000,70,22,0.000756
10,1.125000,3.575000,71,22,0.000000
11,1.125000,3.625000,72,22,0.000000
12,1.125000,3.675000,73,22,0.000000
13,1.125000,3.725000,74,22,0.016380
14,1.125000,3.775000,75,22,0.000000
15,1.125000,3.825000,76,22,0.000000
16,1.125000,3.875000,77,22,0.005402
17,1.125000,3.925000,78,22,0.001580
18,1.075000,3.925000,78,21,0.004713
19,1.075000,3.975000,79,21,0.006068
20,1.075000,3.925000,78,21,0.011623
21,1.075000,3.975000,79,21,0.000000
22,1.075000,4.025000,80,21,0.018551
23,1.125000,4.025000,80,22,0.006287
24,1.075000,4.025000,80,21,0.010619
25,1.025000,4.025000,80,20,0.001110
26,1.025000,4.075000,81,20,0.017452
27,1.025000,4.125000,82,20,0.000000
28,1.025000,4.175000,83,20,0.000000
29,1.075000,4.175000,83,21,0.011062
30,1.075000,4.225000,84,21,0.009056
31,1.075000,4.275000,85,21,0.002751
32,1.075000,4.325000,86,21,0.014398
33,1.075000,4.375000,87,21,0.004724
34,1.075000,4.425000,88,21,0.005945
35,1.075000,4.475000,89,21,0.000000
36,1.075000,4.525000,90,21,0.000000
37,1.075000,4.575000,91,21,0.021951
38,1.075000,4.625000,92,21,0.017239
39,1.075000,4.675000,93,21,0.004460
40,1.075000,4.725000,94,21,0.001832
41,1.075000,4.775000,95,21,0.013462
42,1.075000,4.825000,96,21,0.000179
43,1.075000,4.875000,97,21,0.031461
44,1.075000,4.925000,98,21,0.015625
45,1.075000,4.975000,99,21,0.012440
46,1.075000,5.025000,100,21,0.013678
47,1.075000,5.075000,101,21,0.017396
48,1.075000,5.125000,102,21,0.036213
49,1.075000,5.175000,103,21,0.007442
