step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,9.775000,4.375000,87,195,0.000000
1,9.775000,4.325000,86,195,0.012297
2,9.725000,4.325000,86,194,0.000000
3,9.675000,4.325000,86,193,0.003513
4,9.625000,4.325000,86,192,0.000000
5,9.575000,4.325000,86,191,0.000000
6,9.525000,4.325000,86,190,0.000000
7,9.525000,4.375000,87,190,0.000000
8,9.475000,4.375000,87,189,0.002564
9,9.425000,4.375000,87,188,0.006807
10,9.375000,4.375000,87,187,0.018179
11,9.375000,4.425000,88,187,0.000740
12,9.375000,4.475000,89,187,0.000000
13,9.375000,4.525000,90,187,0.000000
14,9.375000,4.575000,91,187,0.002589
15,9.375000,4.525000,90,187,0.000000
16,9.375000,4.475000,89,187,0.003261
17,9.375000,4.525000,90,187,0.000000
18,9.375000,4.575000,91,187,0.000000
19,9.375000,4.625000,92,187,0.000000
20,9.425000,4.625000,92,188,0.000000
21,9.375000,4.625000,92,187,0.000000
22,9.325000,4.625000,92,186,0.000000
23,9.325000,4.675000,93,186,0.001104
24,9.375000,4.675000,93,187,0.000000
25,9.375000,4.725000,94,187,0.000037
26,9.375000,4.675000,93,187,0.000000
27,9.425000,4.675000,93,188,0.000358
28,9.425000,4.725000,94,188,0.000000
29,9.425000,4.775000,95,188,0.001266
30,9.425000,4.825000,96,188,0.000000
31,9.425000,4.775000,95,188,0.000000
32,9.425000,4.825000,96,188,0.000000
33,9.375000,4.825000,96,187,0.009639
34,9.325000,4.825000,96,186,0.000000
35,9.325000,4.875000,97,186,0.000432
36,9.325000,4.925000,98,186,0.002502
37,9.325000,4.975000,99,186,0.011910
38,9.325000,5.025000,100,186,0.014013
39,9.275000,5.025000,100,185,0.000000
40,9.225000,5.025000,100,184,0.000000
41,9.225000,5.075000,101,184,0.000000
42,9.225000,5.125000,102,184,0.003963
43,9.225000,5.175000,103,184,0.012003
44,9.275000,5.175000,103,185,0.000000
45,9.275000,5.225000,104,185,0.000000
46,9.275000,5.275000,105,185,0.000000
47,9.275000,5.225000,104,185,0.008378
48,9.275000,5.275000,105,185,0.013484
49,9.275000,5.325000,106,185,0.008365
