step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.175000,12.275000,245,223,0.000000
1,11.125000,12.275000,245,222,0.000000
2,11.075000,12.275000,245,221,0.004317
3,11.025000,12.275000,245,220,0.000000
4,10.975000,12.275000,245,219,0.017084
5,10.925000,12.275000,245,218,0.005896
6,10.875000,12.275000,245,217,0.015014
7,10.875000,12.225000,244,217,0.017539
8,10.875000,12.275000,245,217,0.008279
9,10.875000,12.325000,246,217,0.005804
10,10.875000,12.375000,247,217,0.006954
11,10.875000,12.425000,248,217,0.000000
12,10.875000,12.475000,249,217,0.008599
13,10.875000,12.525000,250,217,0.003349
14,10.825000,12.525000,250,216,0.017513
15,10.825000,12.575000,251,216,0.008609
16,10.825000,12.525000,250,216,0.000000
17,10.825000,12.575000,251,216,0.000000
18,10.825000,12.625000,252,216,0.000000
19,10.825000,12.575000,251,216,0.000000
20,10.825000,12.525000,250,216,0.000000
21,10.825000,12.475000,249,216,0.000225
22,10.825000,12.525000,250,216,0.000000
23,10.775000,12.525000,250,215,0.000000
24,10.775000,12.475000,249,215,0.000000
25,10.725000,12.475000,249,214,0.005822
26,10.675000,12.475000,249,213,0.000000
27,10.725000,12.475000,249,214,0.011378
28,10.675000,12.475000,249,213,0.013891
29,10.725000,12.475000,249,214,0.000000
30,10.675000,12.475000,249,213,0.011655
31,10.725000,12.475000,249,214,0.000000
32,10.725000,12.425000,248,214,0.000857
33,10.675000,12.425000,248,213,0.024199
34,10.675000,12.475000,249,213,0.009805
35,10.675000,12.425000,248,213,0.000000
36,10.625000,12.425000,248,212,0.000929
37,10.625000,12.375000,247,212,0.000425
38,10.625000,12.325000,246,212,0.000000
39,10.625000,12.275000,245,212,0.006687
40,10.575000,12.275000,245,211,0.000000
41,10.625000,12.275000,245,212,0.008216
42,10.625000,12.225000,244,212,0.000000
43,10.575000,12.225000,244,211,0.006983
44,10.575000,12.275000,245,211,0.002692
45,10.575000,12.325000,246,211,0.000000
46,10.575000,12.275000,245,211,0.000000
47,10.575000,12.325000,246,211,0.000000
48,10.575000,12.275000,245,211,0.000000
49,10.575000,12.325000,246,211,0.000000
