step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,6.475000,12.125000,242,129,0.007154
1,6.475000,12.075000,241,129,0.004986
2,6.475000,12.125000,242,129,0.001777
3,6.475000,12.175000,243,129,0.000000
4,6.475000,12.125000,242,129,0.000000
5,6.475000,12.175000,243,129,0.000487
6,6.475000,12.225000,244,129,0.000000
7,6.475000,12.175000,243,129,0.009007
8,6.475000,12.225000,244,129,0.002189
9,6.425000,12.225000,244,128,0.000000
10,6.375000,12.225000,244,127,0.005566
11,6.325000,12.225000,244,126,0.000000
12,6.325000,12.275000,245,126,0.000000
13,6.325000,12.325000,246,126,0.000000
14,6.325000,12.275000,245,126,0.000000
15,6.325000,12.325000,246,126,0.000000
16,6.375000,12.325000,246,127,0.003849
17,6.325000,12.325000,246,126,0.011437
18,6.325000,12.375000,247,126,0.005272
19,6.375000,12.375000,247,127,0.000863
20,6.375000,12.325000,246,127,0.003314
21,6.375000,12.275000,245,127,0.000000
22,6.325000,12.275000,245,126,0.000000
23,6.325000,12.225000,244,126,0.028671
24,6.275000,12.225000,244,125,0.005364
25,6.275000,12.175000,243,125,0.000000
26,6.275000,12.125000,242,125,0.000000
27,6.225000,12.125000,242,124,0.000000
28,6.175000,12.125000,242,123,0.005764
29,6.175000,12.075000,241,123,0.005470
30,6.175000,12.025000,240,123,0.000000
31,6.225000,12.025000,240,124,0.000000
32,6.275000,12.025000,240,125,0.000000
33,6.325000,12.025000,240,126,0.000308
34,6.375000,12.025000,240,127,0.000000
35,6.425000,12.025000,240,128,0.014008
36,6.475000,12.025000,240,129,0.000000
37,6.475000,11.975000,239,129,0.000000
38,6.475000,12.025000,240,129,0.000000
39,6.475000,11.975000,239,129,0.005730
40,6.525000,11.975000,239,130,0.006527
41,6.475000,11.975000,239,129,0.000000
42,6.475000,11.925000,238,129,0.000821
43,6.475000,11.875000,237,129,0.005985
44,6.425000,11.875000,237,128,0.000000
45,6.475000,11.875000,237,129,0.007141
46,6.525000,11.875000,237,130,0.000000
47,6.525000,11.925000,238,130,0.009297
48,6.475000,11.925000,238,129,0.005048
49,6.425000,11.925000,238,128,0.000000
