step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,1.975000,5.025000,100,39,0.000000
1,2.025000,5.025000,100,40,0.018239
2,2.025000,5.075000,101,40,0.000000
3,2.025000,5.125000,102,40,0.000000
4,2.075000,5.125000,102,41,0.012036
5,2.075000,5.175000,103,41,0.000000
6,2.075000,5.225000,104,41,0.003786
7,2.075000,5.275000,105,41,0.000000
8,2.075000,5.325000,106,41,0.001319
9,2.075000,5.275000,105,41,0.003394
10,2.125000,5.275000,105,42,0.000000
11,2.075000,5.275000,105,41,0.000000
12,2.075000,5.325000,106,41,0.000000
13,2.125000,5.325000,106,42,0.000000
14,2.175000,5.325000,106,43,0.002640
15,2.175000,5.375000,107,43,0.000000
16,2.225000,5.375000,107,44,0.000000
17,2.225000,5.425000,108,44,0.020895
18,2.225000,5.375000,107,44,0.010436
19,2.225000,5.425000,108,44,0.014745
20,2.275000,5.425000,108,45,0.018543
21,2.275000,5.475000,109,45,0.003512
22,2.325000,5.475000,109,46,0.010015
23,2.325000,5.525000,110,46,0.000000
24,2.325000,5.575000,111,46,0.011778
25,2.275000,5.575000,111,45,0.000164
26,2.275000,5.625000,112,45,0.007081
27,2.275000,5.575000,111,45,0.015199
28,2.225000,5.575000,111,44,0.000000
29,2.275000,5.575000,111,45,0.000000
30,2.275000,5.525000,110,45,0.000000
31,2.275000,5.475000,109,45,0.000714
32,2.275000,5.525000,110,45,0.000000
33,2.275000,5.475000,109,45,0.005545
34,2.325000,5.475000,109,46,0.000000
35,2.325000,5.425000,108,46,0.004252
36,2.275000,5.425000,108,45,0.000000
37,2.325000,5.425000,108,46,0.000000
38,2.325000,5.475000,109,46,0.000000
39,2.375000,5.475000,109,47,0.000000
40,2.375000,5.425000,108,47,0.000000
41,2.375000,5.375000,107,47,0.000000
42,2.325000,5.375000,107,46,0.000000
43,2.325000,5.325000,106,46,0.000000
44,2.325000,5.375000,107,46,0.009849
45,2.325000,5.425000,108,46,0.000000
46,2.375000,5.425000,108,47,0.002579
47,2.375000,5.475000,109,47,0.020548
48,2.375000,5.425000,108,47,0.000210
49,2.375000,5.375000,107,47,0.000000
