sample_id,path_number,map_name,roi_origin_px_i,roi_origin_px_j,source_relative_px_i,source_relative_px_j,ground_truth_file,obstacle_map_file,robot_path_file,num_path_steps
sample_00311,4,demo,,,,,sample_00311_gt.npy,sample_00311_obstacles.npy,sample_00311_path_4.csv,50
sample_00311,3,demo,,,,,sample_00311_gt.npy,sample_00311_obstacles.npy,sample_00311_path_3.csv,50
sample_00311,2,demo,,,,,sample_00311_gt.npy,sample_00311_obstacles.npy,sample_00311_path_2.csv,50
sample_00311,0,demo,,,,,sample_00311_gt.npy,sample_00311_obstacles.npy,sample_00311_path_0.csv,50
sample_00311,1,demo,,,,,sample_00311_gt.npy,sample_00311_obstacles.npy,sample_00311_path_1.csv,50
sample_00241,4,demo,,,,,sample_00241_gt.npy,sample_00241_obstacles.npy,sample_00241_path_4.csv,50
sample_00241,2,demo,,,,,sample_00241_gt.npy,sample_00241_obstacles.npy,sample_00241_path_2.csv,50
sample_00241,1,demo,,,,,sample_00241_gt.npy,sample_00241_obstacles.npy,sample_00241_path_1.csv,50
sample_00241,3,demo,,,,,sample_00241_gt.npy,sample_00241_obstacles.npy,sample_00241_path_3.csv,50
sample_00241,0,demo,,,,,sample_00241_gt.npy,sample_00241_obstacles.npy,sample_00241_path_0.csv,50
sample_00067,4,demo,,,,,sample_00067_gt.npy,sample_00067_obstacles.npy,sample_00067_path_4.csv,50
sample_00067,2,demo,,,,,sample_00067_gt.npy,sample_00067_obstacles.npy,sample_00067_path_2.csv,50
sample_00067,1,demo,,,,,sample_00067_gt.npy,sample_00067_obstacles.npy,sample_00067_path_1.csv,50
sample_00067,3,demo,,,,,sample_00067_gt.npy,sample_00067_obstacles.npy,sample_00067_path_3.csv,50
sample_00067,0,demo,,,,,sample_00067_gt.npy,sample_00067_obstacles.npy,sample_00067_path_0.csv,50
sample_00117,2,demo,,,,,sample_00117_gt.npy,sample_00117_obstacles.npy,sample_00117_path_2.csv,50
sample_00117,1,demo,,,,,sample_00117_gt.npy,sample_00117_obstacles.npy,sample_00117_path_1.csv,50
sample_00117,3,demo,,,,,sample_00117_gt.npy,sample_00117_obstacles.npy,sample_00117_path_3.csv,50
sample_00117,0,demo,,,,,sample_00117_gt.npy,sample_00117_obstacles.npy,sample_00117_path_0.csv,50
sample_00117,4,demo,,,,,sample_00117_gt.npy,sample_00117_obstacles.npy,sample_00117_path_4.csv,50
sample_00092,0,demo,,,,,sample_00092_gt.npy,sample_00092_obstacles.npy,sample_00092_path_0.csv,50
sample_00092,3,demo,,,,,sample_00092_gt.npy,sample_00092_obstacles.npy,sample_00092_path_3.csv,50
sample_00092,4,demo,,,,,sample_00092_gt.npy,sample_00092_obstacles.npy,sample_00092_path_4.csv,50
sample_00092,1,demo,,,,,sample_00092_gt.npy,sample_00092_obstacles.npy,sample_00092_path_1.csv,50
sample_00092,2,demo,,,,,sample_00092_gt.npy,sample_00092_obstacles.npy,sample_00092_path_2.csv,50
sample_00042,0,demo,,,,,sample_00042_gt.npy,sample_00042_obstacles.npy,sample_00042_path_0.csv,50
sample_00042,3,demo,,,,,sample_00042_gt.npy,sample_00042_obstacles.npy,sample_00042_path_3.csv,50
sample_00042,2,demo,,,,,sample_00042_gt.npy,sample_00042_obstacles.npy,sample_00042_path_2.csv,50
sample_00042,4,demo,,,,,sample_00042_gt.npy,sample_00042_obstacles.npy,sample_00042_path_4.csv,50
sample_00042,1,demo,,,,,sample_00042_gt.npy,sample_00042_obstacles.npy,sample_00042_path_1.csv,50
sample_00340,4,demo,,,,,sample_00340_gt.npy,sample_00340_obstacles.npy,sample_00340_path_4.csv,50
sample_00340,0,demo,,,,,sample_00340_gt.npy,sample_00340_obstacles.npy,sample_00340_path_0.csv,50
sample_00340,1,demo,,,,,sample_00340_gt.npy,sample_00340_obstacles.npy,sample_00340_path_1.csv,50
sample_00340,2,demo,,,,,sample_00340_gt.npy,sample_00340_obstacles.npy,sample_00340_path_2.csv,50
sample_00340,3,demo,,,,,sample_00340_gt.npy,sample_00340_obstacles.npy,sample_00340_path_3.csv,50
sample_00162,1,demo,,,,,sample_00162_gt.npy,sample_00162_obstacles.npy,sample_00162_path_1.csv,50
sample_00162,4,demo,,,,,sample_00162_gt.npy,sample_00162_obstacles.npy,sample_00162_path_4.csv,50
sample_00162,0,demo,,,,,sample_00162_gt.npy,sample_00162_obstacles.npy,sample_00162_path_0.csv,50
sample_00162,3,demo,,,,,sample_00162_gt.npy,sample_00162_obstacles.npy,sample_00162_path_3.csv,50
sample_00162,2,demo,,,,,sample_00162_gt.npy,sample_00162_obstacles.npy,sample_00162_path_2.csv,50
sample_00336,2,demo,,,,,sample_00336_gt.npy,sample_00336_obstacles.npy,sample_00336_path_2.csv,50
sample_00336,3,demo,,,,,sample_00336_gt.npy,sample_00336_obstacles.npy,sample_00336_path_3.csv,50
sample_00336,1,demo,,,,,sample_00336_gt.npy,sample_00336_obstacles.npy,sample_00336_path_1.csv,50
sample_00336,0,demo,,,,,sample_00336_gt.npy,sample_00336_obstacles.npy,sample_00336_path_0.csv,50
sample_00336,4,demo,,,,,sample_00336_gt.npy,sample_00336_obstacles.npy,sample_00336_path_4.csv,50
sample_00202,4,demo,,,,,sample_00202_gt.npy,sample_00202_obstacles.npy,sample_00202_path_4.csv,50
sample_00202,0,demo,,,,,sample_00202_gt.npy,sample_00202_obstacles.npy,sample_00202_path_0.csv,50
sample_00202,3,demo,,,,,sample_00202_gt.npy,sample_00202_obstacles.npy,sample_00202_path_3.csv,50
sample_00202,1,demo,,,,,sample_00202_gt.npy,sample_00202_obstacles.npy,sample_00202_path_1.csv,50
sample_00202,2,demo,,,,,sample_00202_gt.npy,sample_00202_obstacles.npy,sample_00202_path_2.csv,50
sample_00013,0,demo,,,,,sample_00013_gt.npy,sample_00013_obstacles.npy,sample_00013_path_0.csv,50
sample_00013,4,demo,,,,,sample_00013_gt.npy,sample_00013_obstacles.npy,sample_00013_path_4.csv,50
sample_00013,3,demo,,,,,sample_00013_gt.npy,sample_00013_obstacles.npy,sample_00013_path_3.csv,50
sample_00013,2,demo,,,,,sample_00013_gt.npy,sample_00013_obstacles.npy,sample_00013_path_2.csv,50
sample_00013,1,demo,,,,,sample_00013_gt.npy,sample_00013_obstacles.npy,sample_00013_path_1.csv,50
sample_00272,1,demo,,,,,sample_00272_gt.npy,sample_00272_obstacles.npy,sample_00272_path_1.csv,50
sample_00272,3,demo,,,,,sample_00272_gt.npy,sample_00272_obstacles.npy,sample_00272_path_3.csv,50
sample_00272,2,demo,,,,,sample_00272_gt.npy,sample_00272_obstacles.npy,sample_00272_path_2.csv,50
sample_00272,4,demo,,,,,sample_00272_gt.npy,sample_00272_obstacles.npy,sample_00272_path_4.csv,50
sample_00272,0,demo,,,,,sample_00272_gt.npy,sample_00272_obstacles.npy,sample_00272_path_0.csv,50
sample_00047,3,demo,,,,,sample_00047_gt.npy,sample_00047_obstacles.npy,sample_00047_path_3.csv,50
sample_00047,2,demo,,,,,sample_00047_gt.npy,sample_00047_obstacles.npy,sample_00047_path_2.csv,50
sample_00047,0,demo,,,,,sample_00047_gt.npy,sample_00047_obstacles.npy,sample_00047_path_0.csv,50
sample_00047,1,demo,,,,,sample_00047_gt.npy,sample_00047_obstacles.npy,sample_00047_path_1.csv,50
sample_00047,4,demo,,,,,sample_00047_gt.npy,sample_00047_obstacles.npy,sample_00047_path_4.csv,50
sample_00093,1,demo,,,,,sample_00093_gt.npy,sample_00093_obstacles.npy,sample_00093_path_1.csv,50
sample_00093,3,demo,,,,,sample_00093_gt.npy,sample_00093_obstacles.npy,sample_00093_path_3.csv,50
sample_00093,2,demo,,,,,sample_00093_gt.npy,sample_00093_obstacles.npy,sample_00093_path_2.csv,50
sample_00093,4,demo,,,,,sample_00093_gt.npy,sample_00093_obstacles.npy,sample_00093_path_4.csv,50
sample_00093,0,demo,,,,,sample_00093_gt.npy,sample_00093_obstacles.npy,sample_00093_path_0.csv,50
sample_00045,0,demo,,,,,sample_00045_gt.npy,sample_00045_obstacles.npy,sample_00045_path_0.csv,50
sample_00045,1,demo,,,,,sample_00045_gt.npy,sample_00045_obstacles.npy,sample_00045_path_1.csv,50
sample_00045,3,demo,,,,,sample_00045_gt.npy,sample_00045_obstacles.npy,sample_00045_path_3.csv,50
sample_00045,4,demo,,,,,sample_00045_gt.npy,sample_00045_obstacles.npy,sample_00045_path_4.csv,50
sample_00045,2,demo,,,,,sample_00045_gt.npy,sample_00045_obstacles.npy,sample_00045_path_2.csv,50
sample_00075,0,demo,,,,,sample_00075_gt.npy,sample_00075_obstacles.npy,sample_00075_path_0.csv,50
sample_00075,3,demo,,,,,sample_00075_gt.npy,sample_00075_obstacles.npy,sample_00075_path_3.csv,50
sample_00075,4,demo,,,,,sample_00075_gt.npy,sample_00075_obstacles.npy,sample_00075_path_4.csv,50
sample_00075,1,demo,,,,,sample_00075_gt.npy,sample_00075_obstacles.npy,sample_00075_path_1.csv,50
sample_00075,2,demo,,,,,sample_00075_gt.npy,sample_00075_obstacles.npy,sample_00075_path_2.csv,50
sample_00069,1,demo,,,,,sample_00069_gt.npy,sample_00069_obstacles.npy,sample_00069_path_1.csv,50
sample_00069,2,demo,,,,,sample_00069_gt.npy,sample_00069_obstacles.npy,sample_00069_path_2.csv,50
sample_00069,0,demo,,,,,sample_00069_gt.npy,sample_00069_obstacles.npy,sample_00069_path_0.csv,50
sample_00069,4,demo,,,,,sample_00069_gt.npy,sample_00069_obstacles.npy,sample_00069_path_4.csv,50
sample_00069,3,demo,,,,,sample_00069_gt.npy,sample_00069_obstacles.npy,sample_00069_path_3.csv,50
sample_00110,1,demo,,,,,sample_00110_gt.npy,sample_00110_obstacles.npy,sample_00110_path_1.csv,50
sample_00110,3,demo,,,,,sample_00110_gt.npy,sample_00110_obstacles.npy,sample_00110_path_3.csv,50
sample_00110,0,demo,,,,,sample_00110_gt.npy,sample_00110_obstacles.npy,sample_00110_path_0.csv,50
sample_00110,2,demo,,,,,sample_00110_gt.npy,sample_00110_obstacles.npy,sample_00110_path_2.csv,50
sample_00110,4,demo,,,,,sample_00110_gt.npy,sample_00110_obstacles.npy,sample_00110_path_4.csv,50
sample_00083,3,demo,,,,,sample_00083_gt.npy,sample_00083_obstacles.npy,sample_00083_path_3.csv,50
sample_00083,0,demo,,,,,sample_00083_gt.npy,sample_00083_obstacles.npy,sample_00083_path_0.csv,50
sample_00083,4,demo,,,,,sample_00083_gt.npy,sample_00083_obstacles.npy,sample_00083_path_4.csv,50
sample_00083,2,demo,,,,,sample_00083_gt.npy,sample_00083_obstacles.npy,sample_00083_path_2.csv,50
sample_00083,1,demo,,,,,sample_00083_gt.npy,sample_00083_obstacles.npy,sample_00083_path_1.csv,50
sample_00099,1,demo,,,,,sample_00099_gt.npy,sample_00099_obstacles.npy,sample_00099_path_1.csv,50
sample_00099,4,demo,,,,,sample_00099_gt.npy,sample_00099_obstacles.npy,sample_00099_path_4.csv,50
sample_00099,2,demo,,,,,sample_00099_gt.npy,sample_00099_obstacles.npy,sample_00099_path_2.csv,50
sample_00099,0,demo,,,,,sample_00099_gt.npy,sample_00099_obstacles.npy,sample_00099_path_0.csv,50
sample_00099,3,demo,,,,,sample_00099_gt.npy,sample_00099_obstacles.npy,sample_00099_path_3.csv,50
sample_00274,4,demo,,,,,sample_00274_gt.npy,sample_00274_obstacles.npy,sample_00274_path_4.csv,50
sample_00274,2,demo,,,,,sample_00274_gt.npy,sample_00274_obstacles.npy,sample_00274_path_2.csv,50
sample_00274,1,demo,,,,,sample_00274_gt.npy,sample_00274_obstacles.npy,sample_00274_path_1.csv,50
sample_00274,3,demo,,,,,sample_00274_gt.npy,sample_00274_obstacles.npy,sample_00274_path_3.csv,50
sample_00274,0,demo,,,,,sample_00274_gt.npy,sample_00274_obstacles.npy,sample_00274_path_0.csv,50
sample_00195,0,demo,,,,,sample_00195_gt.npy,sample_00195_obstacles.npy,sample_00195_path_0.csv,50
sample_00195,4,demo,,,,,sample_00195_gt.npy,sample_00195_obstacles.npy,sample_00195_path_4.csv,50
sample_00195,1,demo,,,,,sample_00195_gt.npy,sample_00195_obstacles.npy,sample_00195_path_1.csv,50
sample_00195,3,demo,,,,,sample_00195_gt.npy,sample_00195_obstacles.npy,sample_00195_path_3.csv,50
sample_00195,2,demo,,,,,sample_00195_gt.npy,sample_00195_obstacles.npy,sample_00195_path_2.csv,50
sample_00198,2,demo,,,,,sample_00198_gt.npy,sample_00198_obstacles.npy,sample_00198_path_2.csv,50
sample_00198,4,demo,,,,,sample_00198_gt.npy,sample_00198_obstacles.npy,sample_00198_path_4.csv,50
sample_00198,3,demo,,,,,sample_00198_gt.npy,sample_00198_obstacles.npy,sample_00198_path_3.csv,50
sample_00198,0,demo,,,,,sample_00198_gt.npy,sample_00198_obstacles.npy,sample_00198_path_0.csv,50
sample_00198,1,demo,,,,,sample_00198_gt.npy,sample_00198_obstacles.npy,sample_00198_path_1.csv,50
sample_00105,3,demo,,,,,sample_00105_gt.npy,sample_00105_obstacles.npy,sample_00105_path_3.csv,50
sample_00105,2,demo,,,,,sample_00105_gt.npy,sample_00105_obstacles.npy,sample_00105_path_2.csv,50
sample_00105,1,demo,,,,,sample_00105_gt.npy,sample_00105_obstacles.npy,sample_00105_path_1.csv,50
sample_00105,4,demo,,,,,sample_00105_gt.npy,sample_00105_obstacles.npy,sample_00105_path_4.csv,50
sample_00105,0,demo,,,,,sample_00105_gt.npy,sample_00105_obstacles.npy,sample_00105_path_0.csv,50
sample_00293,0,demo,,,,,sample_00293_gt.npy,sample_00293_obstacles.npy,sample_00293_path_0.csv,50
sample_00293,3,demo,,,,,sample_00293_gt.npy,sample_00293_obstacles.npy,sample_00293_path_3.csv,50
sample_00293,1,demo,,,,,sample_00293_gt.npy,sample_00293_obstacles.npy,sample_00293_path_1.csv,50
sample_00293,2,demo,,,,,sample_00293_gt.npy,sample_00293_obstacles.npy,sample_00293_path_2.csv,50
sample_00293,4,demo,,,,,sample_00293_gt.npy,sample_00293_obstacles.npy,sample_00293_path_4.csv,50
sample_00226,3,demo,,,,,sample_00226_gt.npy,sample_00226_obstacles.npy,sample_00226_path_3.csv,50
sample_00226,1,demo,,,,,sample_00226_gt.npy,sample_00226_obstacles.npy,sample_00226_path_1.csv,50
sample_00226,0,demo,,,,,sample_00226_gt.npy,sample_00226_obstacles.npy,sample_00226_path_0.csv,50
sample_00226,2,demo,,,,,sample_00226_gt.npy,sample_00226_obstacles.npy,sample_00226_path_2.csv,50
sample_00226,4,demo,,,,,sample_00226_gt.npy,sample_00226_obstacles.npy,sample_00226_path_4.csv,50
sample_00216,0,demo,,,,,sample_00216_gt.npy,sample_00216_obstacles.npy,sample_00216_path_0.csv,50
sample_00216,2,demo,,,,,sample_00216_gt.npy,sample_00216_obstacles.npy,sample_00216_path_2.csv,50
sample_00216,1,demo,,,,,sample_00216_gt.npy,sample_00216_obstacles.npy,sample_00216_path_1.csv,50
sample_00216,3,demo,,,,,sample_00216_gt.npy,sample_00216_obstacles.npy,sample_00216_path_3.csv,50
sample_00216,4,demo,,,,,sample_00216_gt.npy,sample_00216_obstacles.npy,sample_00216_path_4.csv,50
sample_00207,3,demo,,,,,sample_00207_gt.npy,sample_00207_obstacles.npy,sample_00207_path_3.csv,50
sample_00207,0,demo,,,,,sample_00207_gt.npy,sample_00207_obstacles.npy,sample_00207_path_0.csv,50
sample_00207,1,demo,,,,,sample_00207_gt.npy,sample_00207_obstacles.npy,sample_00207_path_1.csv,50
sample_00207,4,demo,,,,,sample_00207_gt.npy,sample_00207_obstacles.npy,sample_00207_path_4.csv,50
sample_00207,2,demo,,,,,sample_00207_gt.npy,sample_00207_obstacles.npy,sample_00207_path_2.csv,50
sample_00084,2,demo,,,,,sample_00084_gt.npy,sample_00084_obstacles.npy,sample_00084_path_2.csv,50
sample_00084,0,demo,,,,,sample_00084_gt.npy,sample_00084_obstacles.npy,sample_00084_path_0.csv,50
sample_00084,1,demo,,,,,sample_00084_gt.npy,sample_00084_obstacles.npy,sample_00084_path_1.csv,50
sample_00084,4,demo,,,,,sample_00084_gt.npy,sample_00084_obstacles.npy,sample_00084_path_4.csv,50
